SMILES,Solubility
CCCCCCCCC(C)C#N,-4.6324209502
CCCCCCCCCCCCCCCCCCC1CC(=O)N(CCNCCNCCNCCN2C(=O)CC(CCCCCCCCCCCCCCCCCC)C2=O)C1=O,-10.2347171749
CCOC(=O)[C@H](Cc1ccc(O)cc1)NC(C)=O,-1.8586
Clc1ccccc1c2c(Cl)cccc2Cl,-5.9003
ClC(Cl)C(=O)Nc1ccccc1,-3.3555
CCO[P](=S)(NC(C)CC)Oc1cc(C)ccc1[N+]([O-])=O,-4.814
Cc1cc(ccc1N=Nc2c(Cl)cc(cc2Cl)[N+]([O-])=O)N(CCO)CCO,-5.9592
ClC(Cl)(Cl)C=O,-0.691340871
CCN(CC)NC(=O)NC1=C(C)C=CC=C1C,-1.09
CCCN(CCC)c1c(cc(cc1[N+]([O-])=O)[S](C)(=O)=O)[N+]([O-])=O,-5.7601
COc1cc(c2COC(=O)c2c1OC)[N+]([O-])=O,-3.21
[O-][N+](=O)c1cc(Cl)c(Cl)c(Cl)c1Cl,-4.5531
S=C=NCc1ccccc1,-3.1364
Nc(ccc(c(ccc(N)c1)c1)c2)c2,-2.7
[Fe],-5.5190975907
OC(=S)COC1=C(Cl)C=C(Cl)C(Cl)=C1,-2.96
CCCCC(CC)COC(=O)CCC(=O)OCC(CC)CCCC,-7.835715931
O=C(CS)NC1=CC=C2C=CC=CC2=C1,-3.34
Fc1ccccc1C(=O)c2cc(Cl)ccc2NC(=O)CBr,-5.5693457861
Cc1ccccn1,1.0309150604
OC1=CC(=CC=C1)[N+]([O-])=O,-1.07
NC1=CC=C(C=C1)[S](=O)(=O)NC2=CC=CC(=C2Cl)Cl,-4.73
Cc1ccc(C)nc1,-0.03
CCCCCCCCC=C,-5.51
CC1=CC(=NO1)C(=O)NNCC2=CC=CC=C2,-2.46
CC1(C)C2CCC3(C2)C1C(=O)CCC3(C)C,-4.0976122125
Nc1ccc2c(O)cc(cc2c1)[S](O)(=O)=O,-2.6798855726
ON=C(C1=CC=CC=C1)C(=NO)C1=CC=CC=C1,-5.9
CCCC(=O)OCCOCCOCCOC(=O)CCC,-1.5598
Nc1cccc(c1)C#N,-1.1693
CC(C)C(C)O,-0.18
NC(=S)c1c(Cl)cccc1Cl,-2.3363
N[S](=O)(=O)C1=NN=C(N[S](=O)(=O)C2=C(C=CC=C2)C(O)=O)S1,-2.32
CC(C)(OOC(C)(C)c1ccccc1)c2ccccc2,-5.7692
CNC(=O)COC(=O)c1ccccc1,-1.7178
NCc1ccccn1,0.966
CCCCC(=O)N(Cc1ccc(cc1)c2ccccc2c3n[nH]nn3)[C@@H](C(C)C)C(O)=O,-2.7359260939
Clc1ccccc1c2c(Cl)c(Cl)cc(Cl)c2Cl,-7.3999
CC(Oc1ccc(Cl)cc1Cl)C(O)=O,-2.8271
NC(=O)c1ccccc1,-0.953
CCCCNCC1=CC=C(C(=O)C2=CSC(S(N)(=O)=O)=C2)C=C1,-2.21
CCCCCCCCCCCCCCCCCC(=O)NCCO,-5.5152815814
CC(C)N1C(=O)NC(=C(Br)C1=O)C,-2.0604
ClC1=CC=C(C=C1)C(C2=C(Cl)C=CC=C2)C(Cl)(Cl)Cl,-7.13
CN1C(=O)CCC(N2C(=O)C3=C(C=CC=C3)C2=O)C1=O,-2.99
CC(=O)Nc1ccc(F)cc1C,-1.3593
CC1CC1(C(O)=O)C(O)=O,0.8412
CC1CN(CC(C)N1)C2=C(F)C3=C(C(=C2F)N)C(=O)C(=CN3C4CC4)C(O)=O,-3.37
O[C@H]([C@H]1C[C@@H]2CCN1C[C@@H]2C=C)c3ccnc4ccccc34,-3.0887236136
Oc1c(Br)cc(Br)c2cccnc12,-4.1938
CC(Oc1ccccc1Cl)C(O)=O,-2.2232
CCCCCCCCCCCC(=O)OC=C,-5.3547996853
[O-][N+](=O)c1ccc(Oc2ccc(Cl)cc2Cl)cc1,-5.4535
CCC1(CC=C2CCCc3cc(OC)ccc23)C(O)CCC1=O,-4.1227687236
CC(C)C1(C)N=C(NC1=O)c2ncc(C)cc2C(O)=O,-2.0911
C[C@@H]/1CC(=C/CC2C[C@@H](C[C@]3(CC[C@H](C)C(C)O3)O2)OC(=O)[C@@H]4C=C(C)[C@@H](O)[C@H]5OCC(=C\C=C1)/[C@@]45O)/C,-5.7787
CC(C)[C@@H]1CC[C@@H](C)C[C@H]1OC(=O)[C@H](C)O,-2.9799872046
CN1CCCC1=O,1.0037817508
SC1CCCCC1,-3.3672139557
CCOC(=O)C(Cl)C(C)=O,-0.9859492465
C=CC1(C=C)C(=O)NC(=O)NC1=O,-2.06
NC1=NC2=C([NH]1)N=CN=C2,-2.43
O=C1N(COC(=O)CCCCCC)C(=O)C(N1)(c2ccccc2)c3ccccc3,-6.301
NC(=O)NN=CC(O)C(O)C(O)CO,0.02
CNC(=O)N(C)C1=NN=C(S1)C(C)(C)CCl,-2.47
c1ccccc1NC(=O)NN,-2.33
C/C=N/O,0.4958194622
O\N=C/1CCCC=C1,-0.9667
O[C@]12COC(O[C@@H]1[C@H]3OC(OC[C@H]3O2)c4ccccc4)c5ccccc5,-4.4379626594
Cc1ccccc1NC(N)=Nc2ccccc2C,-3.5338845835000003
OC(=O)[C@@H]1CCCN1C(=O)COC(=O)c2ccccc2,-1.5917
Cc1ccc(cc1[N+]([O-])=O)C(O)=O,-2.8480980227
CC(=O)/C=C/C1=C(C)CCCC1(C)C,-3.0798638184
CCCC(=O)OCC(O)CO,-1.335
CCCCOC(=O)CCC,-2.3610477791
CCCCCNC(=O)C(C)O,-0.3825
CCOc1ccc(N)cc1,-0.8608353259999999
CN(C)[P](F)(=O)N(C)C,0.8121
CC(O)C(=O)NCCCCCCNC(=O)C(C)O,-0.7
Oc1cccc(O)c1[N+]([O-])=O,-2.0734
OC(=O)\C=C\C=C\C(O)=O,-2.85
O=C1N=CNc2cccnc12,-2.0656
CCCC(=O)OCSC1=NC=NC2=C1N=C[NH]2,-2.69
CC1=C(C#N)C(=O)N(CCC(O)=O)C(=C1)O,-1.4436540675999998
ClC1=CC=C(OC2=C(Cl)C=CC(=C2Cl)Cl)C=C1,-6.64
CCCCCCCCCCCCCCCCCCOC=C,-6.4720818187
OC(=O)CCCOc1cc(Cl)c(Cl)cc1Cl,-3.8294
O=C(O)COC1=C(Cl)C=C(Cl)C=C1Cl,-3.23
CCCCCCCCCC(=O)N(C)C,-2.7681111795
Nc1ccccc1,-0.4250168953
CN1CSC(=S)N(C)C1,-1.7331
O=C/C=C/c1ccccc1,-1.9688182578
CCc1c2ccccc2cc3c1ccc4ccccc34,-6.796
Clc1ccc(cc1)c2cc(Cl)cc(Cl)c2Cl,-6.77
CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@@H]12,-7.1447
CC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCN,-1.6695
Fc1ccc(cc1)C(CCCN2CCC3(CC2)N(CNC3=O)c4ccccc4)c5ccc(F)cc5,-4.6772
COCC(C)OCC(C)OC(C)CO,0.6855
CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@@]2(O1)C(=O)CO,-4.3158
CO[P](=S)(OC)Oc1ccc(c(Cl)c1)[N+]([O-])=O,-3.8717
CN(C)c1cc[nH+]cc1,-0.2062
CC(C)C1(C(C)C)C(=O)NC(=O)NC1=O,-2.77
CCCN1CC(C)N2C(=O)C3=C(C=CC=C3)N=C2C1C,-2.24
CC(=O)O[C@@H]1C[C@@H]2CC[C@@]1(C)C2(C)C,-3.4963238418
CCCCCCCCCCCCOC(=O)C(C)=C,-8.4055410062
OC(=O)CCC(=O)C(O)=O,0.6148800726
CCCCCCC(O)CCCCCCCCCCCO,-5.1560946306
OCC(C)C,0.04
CC(C(O)=O)C1=CC=C(C(=C1)F)C2=CC=CC=C2,-4.29
[nH]1c2ccccc2nc1c3occc3,-3.414
CCCCC(C[N]1C=NC=N1)(C#N)C2=CC=C(Cl)C=C2,-3.31
N#Cc1cccnc1,0.1128
Oc1ccc2C(=O)c3ccccc3C(=O)c2c1,-5.3093
CCCCCN(N=Cc1oc(cc1)[N+]([O-])=O)C(N)=O,-2.8971
NC(=O)NN=C1CCCCC1,-1.4127
CC1=CC=C(NC(=O)C(O)(O)C(=O)NC2=CC=C(C)C=C2)C=C1,-3.1
CC(C)(C)[C@H](O)[C@H](Oc1ccc(Cl)cc1)n2cncn2,-3.9524
CC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C([O-])=O,-2.3122
CC(CO)OC(=O)C(C)=C,-0.0449315461
CC(C)(C)OC(=O)c1cccc(c1C([O-])=O)[N+]([O-])=O,-3.0467
COc1ccc2nccc([C@H](O)[C@H]3C[C@@H]4CCN3C[C@@H]4C=C)c2c1,-2.8121429703
CC(C)[C@H]1CC[C@@H](C)CC1O,-2.8302608531
CCCCOC(=O)c1ccc(O)c(I)c1,-3.9033
CC1=CN(C2CC(N=[N+]=[N-])C(CO)O2)C(=O)NC1=O,-1.16
COc1ccccc1N,-0.9443240129
CC(C)OC(=O)C[S](=O)(=O)C1=CC=C(Cl)C=C1,-2.41
CCOc1ccccc1\C=C\C([O-])=O,-3.3248
Clc1c(Cl)c(Cl)c(Cl)c(O)c1OC,-4.02
C1=CC(=CC=C1NC(=O)NCCC(=O)O)[N+](=O)[O-],-2.7
ClCCN(Cl)CCCl,-1.9203
C[C@H]1O[C@H](C[C@H](O)[C@@H]1O)O[C@H]2[C@@H](O)C[C@@H](O[C@@H]2C)O[C@H]3[C@@H](O)C[C@@H](O[C@@H]3C)O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5C[C@@H](O)[C@]7(C)[C@H](CC[C@]67O)C8=CC(=O)OC8)C4,-4.0811
C[C@@H]1O[C@@H](O[C@@H]2[C@@H](O)[C@H](O)[C@@H](CO)O[C@H]2Oc3cc(O)c4C(=O)C[C@H](Oc4c3)c5ccc(O)cc5)[C@H](O)[C@H](O)[C@H]1O,-2.7224387153
CN1CCOCC1,0.995
OC(c(cccc1)c1)C(NC)C,-0.42
COC1=NC2=C(C=NC=N2)N=C1,-0.91
NC(=S)NNC(N)=S,-1.7965
Cc1c(F)c(F)c(COC(=O)C2C(\C=C(/Cl)C(F)(F)F)C2(C)C)c(F)c1F,-7.3209
CC(=O)OC[N]1N=CC2=C1N=CNC2=O,-2.56
Nc1cc(c(O)c(c1)[N+]([O-])=O)[N+]([O-])=O,-2.3853
C1c2ccccc2c3cc4ccccc4cc13,-7.733
Clc1cc(Cl)c(c(Cl)c1Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl,-10.1035
CCN(CC)C(=O)CCl,-0.243
[O-][N+](=O)C1=CC=CC=C1N[S](=O)(=O)C2=CC=CC=C2,-4.01
CC1=NC2=C(N=CNC2=O)N=C1,-1.65
CC(CCC(=O)O)=NNC(=O)C1=NC=CS1,-1.73
OC(=O)CCCCC(O)=O,-0.82
CC12CCC3=C(C=CC4=C3C=CC(=C4)O)C1CCC2=O,-4.96
CC(=O)Oc1ccccc1C(=O)OC[S](C)(=O)=O,-3.3936
CCOC(=O)CNC(=O)COC(=O)C1=CC=CC=C1OC(C)=O,-1.87
Clc1cccc(c1Cl)c2cccc(Cl)c2Cl,-7.2722
CCC(C)C1NC(=O)C(CC2=C[NH]C3=C2C=CC=C3)NC(=O)C4CCCN4C(=O)C(CC5=CC=CC=C5)N(C)C(=O)C6CNCCN6C(=O)C7CCCCN7C1=O,-2.75
OCc1ccc(Cl)cc1Cl,-2.248
CCO[P](=O)(SC(C)CC)N1CCSC1=O,-1.4589
c1ccc(Cl)cc1C(c2ccc(Cl)cc2)(O)C(=O)OC(C)C,-4.53
COC1(CCCCCCCCCCC1)OC,-4.125654351600001
CCCCOC(=O)\C=C/C(=O)OCCCC,-3.1280341619
CCC(C)(OC(N)=O)C#C,-0.9456
C1CN(CCO1)Sc2sc3ccccc3n2,-3.8109627954
CCCCCOC(=O)C1=CC(Cl)=C(O)C=C1,-3.95
OC(=O)CCC(=O)OCN1C(=O)OC2=CC=C(Cl)C=C12,-3.41
CC(C)C(Br)C(=O)NC(C)C(O)=O,-0.4825
Nc1ccncc1,-0.0529
CC1=CC=C(C=C1)[S](=O)(=O)NC(=O)NC2=NC(=CC=N2)NC3=CC=C(C=C3)[S](N)(=O)=O,-4.3
OCCNC(=O)CCCCC(=O)NCCO,0.4121
CCOC(=S)SC(CC(=O)O)C(=O)O,-1.19
Oc1ccc(Nc2ccc(cc2[N+]([O-])=O)[N+]([O-])=O)cc1,-5.444
OC(=O)C(=C)c1ccccc1,-2.0568
Clc1ccc(Cl)c(N\N=C2\C(=O)C(=Cc3ccccc23)C(=O)Nc4ccccc4)c1,-7.9073894624
C\C(=C/C(O)=O)C(O)=O,-0.6940000000000001
OC(=O)CC(C(O)=O)(c1ccccc1)c2ccccc2,-2.4318
Brc1c(Br)c(Br)c(Br)c(Br)c1Br,-9.5374
C1CCCC(C)C1=O,-0.94
CCC(CC)(C(=O)NC(N)=O)C(=O)OC,-1.96
OC(=O)\C=C\CBr,-0.7403
Cc1cc(O)ccc1[N+]([O-])=O,-2.1103
COc1ccc(cc1[N+]([O-])=O)[N+]([O-])=O,-3.107
CC(=O)OOC(=O)c1ccccc1,-2.4502
CCCO[P](=O)(OC)OCCC,-0.6592
CCCCC(CC)COC(=O)C=C,-4.2832046138
CNC(=O)Oc1cc(C)c(N(CC=C)CC=C)c(C)c1,-3.5932
C1CCSC1,-1.1819174748
CC(C)OC(=O)COc1ccc(Cl)cc1Cl,-3.848
CC(=O)O[C@@H]1CCCC[C@@H]1C(C)(C)C,-4.2973358545
CCCCO[P](=O)(OCC)OCC,-1.1466
OC(=O)c1occ(Br)c1Br,-2.0887
ClC1=CC=C(OC2=C(Cl)C=CC=C2)C(=C1Cl)Cl,-6.74
OCc1ccccc1CO,0.0569
COc1cccc(c1)C(C)=O,-1.8691073865
NC1=CC2=C(S(=O)(=O)O)C=CC=C2C=C1,-2.54
CCCC1CCCC1,-4.7404
Cc1occc1,-1.4372
CC(C)CCl,-2.0
Clc1ccc(NC(=O)Nc2ccc(Cl)c(Cl)c2)cc1,-6.4577264198
CC/C(C)=C/CCC(C)(O)C=C,-2.4091286640000003
CC(C)N[P](F)(=O)NC(C)C,-0.3574
O=C(NCCc1c[nH]cn1)c2ccccc2,-0.634
OC(O)=C1OC(=CC(=O)C1=O)C(O)=O,-1.3769999999999998
O=CC(=O)Cc1ccccc1,-2.1707
Oc1c(Br)cc(cc1Br)C#N,-3.3284
CC(C)(C)c1ccc(cc1)C(O)=O,-3.5779623367
COC(=O)c1ccc(cc1C([O-])=O)[N+]([O-])=O,-2.0558
CN(C)N=O,1.1303
CCCCCCCCCCCCCCCCCC(=O)NCCCN(C)C,-4.5666142382
NC(C(O)C(O)=O)C(N)=O,-1.1494
CCCOC(=O)CC,-0.82
CC1=NC2=C(C=NC=N2)N=C1,-0.01
CCOc1ccccc1O,-1.1714515037
CC(C)CCOC(=O)c1ccccc1C(=O)OCCC(C)C,-5.444898910599999
COC(=O)COCO,0.9204425284
CC(C)(c1ccc(OCC2CO2)cc1)c3ccc(OCC4CO4)cc3,-4.7996200318
OC(=O)C(Cl)Cl,0.8896
CCNc1nc(NC(C)C(C)C)nc(SC)n1,-3.7082
CC1=NN=C2CN=C(C3=CC=CC=C3)C4=C(C=CC(=C4)Cl)[N]12,-3.6
CC(=O)Oc1ccc(cc1)[N+]([O-])=O,-2.5992568252
C1CN=C(CN(CC2=CC=CC=C2)C3=CC=CC=C3)N1,-2.6
CC1(C)Cc2cccc(c2O1)[N+]([O-])=O,-3.2068
CCN1C(=O)C(=N/Nc2ccc(Cl)cc2[N+]([O-])=O)/C(=C(C#N)C1=O)C,-4.96733793
ON(c1ccccc1)C(=O)c2cc(cc(c2)[N+]([O-])=O)[N+]([O-])=O,-3.6367
N1c2ccc3ccccc3c2Sc4c1ccc5ccccc45,-6.8786
OC(=O)c1ccccc1C(=O)c2ccc(cc2)c3ccccc3,-4.8282334666
NC(=O)C[C@H](NC(N)=O)C(O)=O,-0.511
CCCCCCCCCCCC(=O)N(C)C,-3.9093070505
C/C=C/CC1(C\C=C\C)C(=O)NC(=O)NC1=O,-2.1973
Cc1cc(cc(c1O)[N+]([O-])=O)[N+]([O-])=O,-3.0003
C\C=C\OC1CCC(CC1)O\C=C\C,-3.9037320907
CCOC(=O)CCCC(=O)OCC,-1.3297
CO[P](=O)(OC)OC(=C/Cl)/c1cc(Cl)c(Cl)cc1Cl,-4.5221
CCC(=O)OCCc1ccccc1,-3.1174443354
CF,-0.1758743764999999
CN(C)CCO,1.0499
N[C@@H](CCC(N)=O)C(O)=O,-0.5483114193999999
O=C1NC(=O)C(C(=O)N1)=C2NC(c3ccccc23)=C4C(=O)NC(=O)NC4=O,-7.5649937324
COC(C)COC(C)COCCC[Si](C)(O[Si](C)(C)C)O[Si](C)(C)O[Si](C)(C)C,-6.2877399393
NS(=O)(=O)C1=NC2=C(C=CC=C2)S1,-2.63
CCN(CC)C1=C[C@@H]2Oc3cc(N(CC)CC)c(C)cc3C(=C2C=C1C)c4ccccc4C(=O)OC,-7.6872220822
CC1C(NC(=O)C(=N\OC(C)(C)C(O)=O)/C2=CSC(=N2)N)C(=O)N1[S](O)(=O)=O,-1.64
CC(C)(N)C#C,1.0316559884
[Pb],-3.0492180227
CC/C(C)=N/O[Si@](C)(O\N=C(C)\CC)O\N=C(C)\CC,-0.4792340167
C[Si](Cn1cncn1)(c2ccc(F)cc2)c3ccc(F)cc3,-3.7665
C1CCN2CC(C3)C4CCCCN4CC3C2C1,-1.89
CC(CCl)O[P](=O)(OC(C)CCl)OC(C)CCl,-2.4361
CCC(C)C(C)C,-4.2808
C#CCC(NC(=O)OC(C)(C)C)C(=O)NCC(=O)OC,-1.45
CO[P](=S)(OC)Oc1cc(Cl)c(Cl)cc1Cl,-5.5072
Clc1ccc(Cl)c(c1Cl)c2ccccc2Cl,-6.3001
OC(=O)c1ccc(Br)cc1,-3.5251
ClC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl,-4.64
CCCCC(CC)CNC(=O)c1ccc(N\N=C2\C(=C(C#N)C(=O)N(C)C2=O)C)cc1,-7.0248108563
CCCC1=CC(=O)NC(=S)N1,-2.1504
[O-][N+](=O)NC1=NCCN1Cc2ccc(Cl)nc2,-2.6223
CCOC(=O)C1(CC1)[S](=O)(=O)c2ccc(C)cc2,-3.0104
N[S](=O)(=O)c1ccccc1,-1.5630000000000002
CN[C@@H](CC(C)C)C(O)=O,-0.5146
N[S](=O)(=O)C1=CC=C(NC2=NC(=NC=C2)N[S](=O)(=O)C3=C(F)C(=C(F)C(=C3F)F)F)C=C1,-1.57
C[C@H]1CCCC[C@H]1C,-4.2719
CCNc1nc(OC)nc(n1)N(CC)CC,-2.9987
[H]C1(CN2CCC1C[C@@]2([H])[C@H](O)C1=CC=NC2=C1C=C(OC)C=C2)C=C,-2.79
CN1CC[C@]23[C@H]4Oc5c(OC(C)=O)ccc(C[C@@H]1[C@@H]2C=C[C@@H]4OC(C)=O)c35,-2.7894
CCCCC(C)CCC,-6.0474
ClC(Cl)c1ccccc1,-2.809
COC(=O)C1CN(C)C(=O)C1,0.804
C=CCCCCC=C,-4.0232731502
C1CO[Sb]2OCCO[Sb](O1)OCCO2,-9.0249738719
CC(=C)C(=O)O[Zn]O,-4.2239603591
CCCCCCCC(=O)OCC(C)(C)COC(=O)CCCCCCC,-6.8531467823000005
CCO[P](=S)(OCC)Oc1cnc2ccccc2n1,-4.1322
CN1CCC23CCCCC2C1CC4=C3C=C(O)C=C4,-2.72
CCCN1C(=O)CCC(N2C(=O)C3=C(C=CC=C3)C2=O)C1=O,-3.72
Cc1cccc(O)c1,-0.662918503
CCCC(CC)(CC)CO,-2.419
CCOCCOCCOCCOC(=O)C(C)=C,-0.6030114261
C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C,-7.6637
OCC(Br)(CO)[N+]([O-])=O,0.1271308568
CN1N=C(SC1=N[S](=O)(=O)C2=C(C=CC=C2)C(O)=O)[S](N)(=O)=O,-2.51
CC(C)C(CC(O)=O)C(O)=O,-0.4073
COC(=O)\C=C(/C)N,-0.8059235439
c1c(Cl)nc2cncnc2n1,-0.87
C[Hg]C#N,-0.0821
c1cC2C(=O)NC(=O)C2cc1,-2.932
CC(C)CCCC(C)(C)O,-2.2869836341
CO\C=C(C(=O)OC)/c1ccccc1Oc2cc(Oc3ccccc3C#N)ncn2,-4.8276
COc1ccc(C)cc1,-2.3395421013
O=[Cu],-5.3051166643
CCOC(=O)C1=NN(C(=O)C1)c2ccccc2,-3.2553454425
Cc1ccc(C(O)=O)c(O)c1,-1.1822691023
CC(C)(CC(=C)c1ccccc1)c2ccccc2,-6.0118424704
Fc1ccc2N=C(n3cncn3)N(C(=O)c2c1)c4ccc(Cl)cc4Cl,-5.5754
NC(=O)CNC(=O)OCC1=CC=CC=C1,-1.88
S=C=S,-1.5594220963
OCCN(Cc1ccc(Oc2ccc(cc2)[N+]([O-])=O)cc1)C(=O)C(Cl)Cl,-5.1241
CC1(CCCC1=O)C#N,0.9095
COC(=CC(O)=O)C(=O)C(C)=C,-0.9299
CC1NC(=O)CNC1=O,0.2903
CC(C)CC(C)CC(C)\C=C(/C)C1CC(=O)OC1=O,-4.4255032449
CC[C@H](C)[C@@H](N)C(O)=O,-0.7875
CC(O)COC(C)CO,0.8723
N(CC\C=C1\c2c(CCc3c1cccc3)cccc2)C,-4.02
CC(C)(C)CCCCC(=O)OC=C,-7.1224610466
O=C1C=CC2=C(C=CC=C2)C1=NO,-2.94
CC(O)(C)C(C)CC,-0.89
CN(C)C(=O)C(=O)N(N(C)C(C)=O)c1ccccc1,-0.5345
CC(C)(c1ccc(OCCOC(=O)C=C)cc1)c2ccc(OCCOC(=O)C=C)cc2,-5.999481603
c1c(Cl)ccc(Cl)c1c2c(Cl)cccc2Cl,-6.8
CC1NC(=O)C(C)NC1=O,-0.75
COc1ccc(cc1O)C2=CC(=O)c3c(O)cc(O[C@@H]4O[C@H](CO[C@@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@H]5O)[C@@H](O)[C@H](O)[C@H]4O)cc3O2,-7.505541952200001
Nc1ccccc1c2ccccc2,-2.8611137345
CCC(O)CO,1.0451691789
Clc1ccc2oc3ccc(Cl)cc3c2c1,-7.2135
[O-][N+](=O)c1ccccc1c2ccc(Cl)cc2,-4.9372094561
OC(=O)C1=C(O)C=CC(=C1)N=NC2=CC=C(C=C2)[S](=O)(=O)NC3=CC=CC=N3,-6.14
CN(C)C(=O)Nc1ccc(N2N=C(OC2=O)C(C)(C)C)c(Cl)c1,-4.3258
COCCOC(=O)CCCCC(=O)OCCOC,-1.2665
COc1cc(C=O)cc(c1O)[N+]([O-])=O,-2.4496899299
O=C(OC)C(=C)C,-0.8
CO[P](=S)(OC)SS[P](=S)(OC)OC,-4.3981
CC1=CC=C(CN2C=C(F)C(=O)NC2=O)C=C1,-2.92
CCCCCCCC\C=C/CCCCCCCC(=O)OCC(COC(=O)CCCCCCC\C=C/CCCCCCCC)OC(=O)CCCCCCC\C=C/CCCCCCCC,-7.2481955094
Clc1ccc(cc1)c2cc(Cl)c(Cl)cc2Cl,-7.7699
Nc1cc(Cl)ccc1Oc2ccc(Cl)cc2Cl,-5.0452642864
CC(=O)Nc1ccc(C)cc1,-2.0946
CC(CCCC(C)C=O)CCC=C(C)C,-5.496890424
OC(=O)c1cccc(c1)C(O)=O,-3.2204
O=C(Nc1ccccc1)Nc2ccccc2N[S](=O)(=O)c3ccccc3,-4.5784028785
CCCCCN(C)N=NC1=CC=C(C(=O)O)C=C1,-2.37
c1c(Cl)c(Cl)c2nsnc2c1Cl,-4.98
CCCN(CCC)c1c(cc(cc1[N+]([O-])=O)C(C)C)[N+]([O-])=O,-6.4491
CC1(C)SC2C(N=CN3CCCCCC3)C(=O)N2C1C(O)=O,-4.5
CC(C)CCCCCCCCCCCCCCCO,-6.256077615900001
Cc1ccc(C=O)cc1C,-2.277035079
Cc1ccc2C(=O)c3ccccc3C(=O)c2c1,-6.1171462485
Oc1c(Br)cc(Br)cc1Br,-3.6745
CN(CCCCC(O)=O)[S](=O)(=O)c1ccccc1,-1.5585
CC(Cl)(Cl)C(O)=O,0.5455
N[S](=O)(=O)c1ccc(SCCO)cc1,-1.8239
Nc1ccc2cc(cc(O)c2c1)[S](O)(=O)=O,-2.8833112394
CC(C)CCO,-0.4681010618999999
[O-]C(=O)C(Cl)=C(Cl)Cl,-0.4659
CC(C)CN(C)CC1=C(O)C=CC(C(=O)C2=CSC(S(N)(=O)=O)=C2)=C1,-1.42
CC(=O)C(N=Nc1ccc(Cl)cc1[N+]([O-])=O)C(=O)Nc2ccc3NC(=O)Nc3c2,-7.473779876699999
NC1=CC(=C(C=C1)[S](=O)(=O)NC2=CC=CC=C2Cl)Cl,-5.11
CCC1OC(=O)c2ccccc12,-1.747
OCCF,1.1934
C1C(=O)C=C2CCC3C4CCC(C(=O)CO)C4(C)CCC3C2(C)C1,-3.75
CCCCCCCCC(=O)OC,-3.38
CCN(CC)C(=O)COC(=O)C1=CC=CC=C1OC(C)=O,-2.11
OC1=C(C(=C(C=C1[N+]([O-])=O)[N+]([O-])=O)O)[N+]([O-])=O,-3.51
CC(C)CCCC(C)CC=O,-3.8064830067
O=C1NC(=O)C2=C(N1)NC(=O)N2,-3.62
Cc1c(COC(=O)C2C(\C=C(/Cl)C(F)(F)F)C2(C)C)cccc1c3ccccc3,-6.6262
Cc1nc(C)c(cc1C(O)=O)C(O)=O,-2.809
C1C2(COP(=O)(O1)OC2)[N+](=O)[O-],-0.81
CC/C(C)=C/CCC(C)(O)C#C,-2.3027678878
Clc1ccc(Cl)c(N\N=C2\C(=O)C(=Cc3ccccc23)C(=O)Nc4ccc(NC(=O)C5=Cc6ccccc6C(=N/Nc7cc(Cl)ccc7Cl)\C5=O)c(Cl)c4)c1,-7.869298263099999
CN1CC(O)N(C1=O)c2sc(nn2)C(C)(C)C,-1.8773
C(CCO[N+](=O)O)CO[N+](=O)O,-1.68
CCCCCC(=O)OCN1C(=O)NC=C(F)C1=O,-2.11
CC(C)CC(C)(O)C#CC(C)(O)CC(C)C,-2.1243507639
CN(C)C(=N)N(C)C,0.9386229258
O=C(Oc(c(ccc1)C(=O)O)c1)C,-1.72
NCCC(O)=O,0.7865480445999999
Oc1c(cccc1c2ccccc2)c3ccccc3,-5.6839101049
CC1=NC2=C(C=C(Cl)C=C2)[S](=O)(=O)N1,-3.36
CC1N(C2=C(F)C3=C(C=C2F)C(=O)C(C(=O)O)=CN3C2CC2)CC1(C)N,-5.04
CC(C)(C)N1C=C(C(=O)O)C(=O)C2=C1C=C(N1CCNCC1)C(F)=C2,-3.43
CCCCCCCCOC(=O)C1=CC(Br)=C(O)C=C1,-4.52
CCCCCC(O)C=CC1C(O)CC(=O)C1CC=CCCCC(=O)O,-2.47
Ic1ccc2Nc3ccccc3Sc2c1,-6.9278
COC(=O)CCN(CCC(=O)OC)c1ccc(N=Nc2ccc(cc2[N+]([O-])=O)[N+]([O-])=O)c(NC(C)=O)c1,-7.3328313355
FC(F)(F)c1ccc(Cl)cc1,-3.7276952246
O=C1NC(=O)C2=C1CCCC2,-1.974517726
CC1=CC=C(C2=NC3=C(C=CC=C3)S2)C=C1,-4.35
CCCCCCOC(=O)[N]1C=NC2=C1C(=O)N(C)C(=O)N2C,-3.0
